transactionID,carrierID,customerID,amount,date
115,1,660,18.22,2005-10-11 23:18:37
116,1,896,16.91,2009-11-25 03:11:36
117,1,540,18.79,2009-12-01 03:55:51
118,1,883,7.42,2006-01-12 00:04:12
119,2,287,12.13,2008-05-13 07:14:03
120,2,519,14.85,2008-10-02 11:21:22
121,1,852,15.06,2009-12-26 01:26:49
122,2,199,5.57,2005-07-05 17:30:45
123,2,172,16.52,2007-05-28 18:37:13
124,1,687,15.47,2009-12-14 00:24:22
125,3,255,8.16,2005-05-26 18:48:41
126,1,338,16.46,2008-11-08 17:13:25
127,1,941,18.05,2007-05-20 16:37:24
128,3,854,11.72,2005-12-31 08:08:56
129,1,616,16.11,2008-04-11 21:26:35
130,2,886,14.93,2008-12-13 19:48:18
131,2,172,5.79,2009-11-05 12:18:09
132,2,437,5.11,2009-08-27 19:15:18
133,3,295,10.19,2008-11-08 14:11:15
134,1,600,11.68,2005-04-09 01:09:49
135,2,797,14.5,2008-01-29 08:04:07
136,3,153,15.56,2005-09-03 00:42:19
137,1,865,15.61,2009-04-11 11:22:59
138,2,850,10.32,2009-02-16 14:23:00
139,3,395,19.29,2008-06-21 14:21:44
140,3,274,10.27,2006-12-15 20:50:34
141,1,99,19.96,2009-06-22 08:25:08
142,2,657,10.64,2008-04-15 22:08:59
143,1,6,12.91,2008-02-06 04:30:43
144,3,919,8.44,2008-11-11 10:31:58
145,1,471,12.21,2006-02-20 11:15:25
146,2,367,10.41,2006-03-19 12:46:17
147,2,67,15.64,2007-11-20 14:17:57
148,1,859,15.08,2009-02-10 07:28:56
149,2,582,12.5,2009-08-26 11:54:29
150,3,369,9.18,2007-12-06 06:49:45
151,1,214,9.5,2005-02-25 10:14:43
152,3,325,7.92,2007-02-24 07:35:36
153,3,54,11.7,2008-12-04 13:40:30
154,2,582,19.22,2009-09-01 17:17:54
155,2,826,11.78,2007-05-13 17:49:23
156,3,798,14.67,2005-05-30 13:20:50
157,2,405,10.59,2006-11-13 02:00:14
158,1,289,5.4,2009-01-14 17:08:41
159,1,569,14.8,2008-12-09 17:54:28
160,3,195,7.63,2005-07-11 14:48:11
161,3,901,15.54,2005-12-13 14:58:33
162,2,772,7.99,2006-10-20 16:31:12
163,3,934,18.63,2006-10-16 22:28:48
164,1,990,16.47,2005-07-04 20:48:46
165,3,111,10.22,2006-08-22 02:51:06
166,3,208,6.01,2007-05-28 07:18:28
167,2,466,15.16,2009-08-04 15:38:36
168,1,568,16.63,2007-04-25 21:52:57
169,3,602,15.18,2009-05-27 23:41:34
170,1,990,17.03,2006-03-12 16:16:58
171,1,50,9.97,2008-12-28 03:00:27
172,3,915,9.88,2009-11-05 06:29:02
173,1,261,14.66,2005-07-30 10:41:12
174,2,385,18.99,2007-01-09 21:29:57
175,3,471,18.39,2007-05-14 16:06:31
176,2,825,13.33,2005-12-02 06:58:57
177,2,73,16.95,2009-06-08 06:52:49
178,3,970,10.11,2005-08-01 17:43:33
179,3,938,14.61,2005-08-28 13:16:49
180,2,374,12.63,2008-11-13 16:41:51
181,1,747,10.96,2005-08-29 22:20:47
182,2,954,12.7,2005-08-25 19:41:02
183,1,123,11.75,2005-10-04 01:08:50
184,1,970,15.15,2006-10-16 15:42:10
185,2,617,10.9,2006-07-17 12:34:26
186,1,84,6.81,2008-09-25 13:33:07
187,1,239,19.49,2009-05-15 01:51:44
188,3,164,10.62,2007-05-17 09:44:40
189,1,497,17.26,2007-11-28 04:48:08
190,2,308,14.11,2007-01-29 04:46:06
191,2,589,10.25,2009-06-19 11:46:14
192,1,532,11.94,2007-04-09 09:41:29
193,1,380,12.09,2009-04-19 11:46:07
194,2,484,16.87,2009-03-01 07:37:47
195,1,151,16.91,2005-12-02 04:25:32
196,3,776,6.22,2005-05-01 23:26:10
197,3,890,17.3,2005-12-25 04:11:49
198,1,700,7.11,2009-01-16 02:09:46
199,2,531,8.89,2008-02-02 08:53:30
200,3,827,14.6,2005-07-15 21:15:55
201,1,117,12.3,2009-04-01 22:43:18
202,3,618,14.53,2009-02-23 19:59:17
203,3,862,10.5,2009-04-21 09:29:18
204,2,702,14.18,2007-04-13 06:38:17
205,2,5,15.13,2007-02-13 19:30:55
206,2,763,6.27,2009-05-10 23:06:48
207,1,119,17.17,2006-11-22 14:16:36
208,1,998,9.45,2009-05-14 01:19:37
209,3,451,11.46,2008-02-03 10:54:30
210,3,488,9.89,2008-10-27 02:03:36
211,2,962,6.7,2005-11-04 00:45:27
212,1,762,9.89,2006-08-07 08:04:11
213,3,143,5.13,2006-08-20 10:26:52
214,3,559,19.47,2008-09-07 07:41:04
215,3,554,17.87,2009-05-17 21:33:51
216,2,667,7.97,2009-05-06 15:10:37
217,3,873,13.98,2007-09-18 02:46:58
218,3,445,19.51,2009-05-12 01:08:44
219,1,489,19.05,2008-02-07 04:56:47
220,2,716,16.25,2009-12-01 04:07:50
221,1,139,18.08,2006-08-23 02:14:11
222,1,210,19.82,2006-06-29 22:23:16
223,2,55,18.76,2006-04-25 15:59:31
224,3,118,12.05,2005-05-27 08:30:51
225,2,249,19.1,2007-02-10 10:41:07
226,1,586,10.69,2006-07-04 23:36:12
227,1,389,14.04,2007-03-28 09:36:06
228,2,883,6.97,2008-02-03 10:15:18
229,2,19,10.67,2006-10-27 08:20:08
230,2,101,12.09,2008-02-29 19:05:09
231,3,586,13.99,2007-07-15 19:11:37
232,1,168,8.75,2009-08-19 21:03:59
233,3,648,12.79,2005-12-05 05:50:36
234,1,443,13.25,2008-10-15 14:38:12
235,3,228,16.5,2006-10-26 00:20:19
236,1,724,15.34,2007-06-12 19:56:47
237,2,340,18.28,2007-09-05 02:30:27
238,2,757,9.33,2008-10-15 09:22:46
239,1,185,18.24,2007-06-10 19:10:55
240,2,543,6.27,2005-11-30 07:44:02
241,3,257,19.13,2006-07-22 17:29:14
242,1,513,14.75,2006-02-20 19:22:46
243,2,168,15.08,2007-08-28 03:47:41
244,3,155,18.32,2005-07-07 23:18:07
245,3,41,10.48,2006-08-17 16:04:36
246,2,838,12.61,2007-02-17 01:23:35
247,2,11,8.98,2005-01-26 13:38:02
248,2,368,16.42,2007-04-25 17:54:54
249,1,796,6.55,2006-01-28 08:41:03
250,2,507,18.11,2007-11-12 15:27:30
251,2,313,10.92,2007-09-03 22:58:22
252,3,464,18.43,2005-01-27 05:26:39
253,1,919,12.01,2007-05-06 11:04:36
254,3,59,7.7,2007-05-24 22:58:51
255,2,150,19.97,2009-08-21 11:38:01
256,2,735,5.55,2007-06-15 18:42:12
257,3,779,5.97,2007-12-08 20:20:47
258,2,757,6.61,2007-10-26 23:53:58
259,3,189,15.33,2005-04-01 01:28:06
260,3,524,8.27,2007-06-15 11:34:54
261,2,959,19.44,2005-04-08 11:11:00
262,3,361,12.25,2007-03-01 07:55:49
263,1,385,7.97,2007-07-03 22:57:35
264,1,890,14.2,2005-05-18 09:22:54
265,2,612,10.3,2008-10-24 23:26:11
266,2,408,7.39,2008-04-04 07:57:10
267,2,580,13.24,2005-02-28 10:46:02
268,1,5,11.44,2007-11-16 01:46:58
269,2,579,12.85,2005-03-28 11:09:57
270,2,334,13.24,2006-02-03 08:39:53
271,3,361,13.87,2007-11-11 19:12:13
272,2,916,9.68,2007-07-18 13:50:22
273,2,389,14.89,2009-05-21 22:20:06
274,3,255,17.82,2006-04-11 14:20:47
275,2,254,16.54,2006-07-15 04:03:02
276,1,13,11.81,2007-09-05 07:05:54
277,1,233,13.74,2007-02-11 20:40:39
278,2,642,8.91,2009-06-23 03:43:38
279,2,158,18.28,2008-03-03 12:13:29
280,1,898,15.45,2008-10-26 11:11:46
281,3,885,8.62,2005-08-17 14:40:52
282,1,606,8.0,2009-10-01 16:14:50
283,2,224,12.68,2005-09-19 06:15:55
284,1,936,18.47,2005-07-06 20:11:54
285,3,912,13.38,2009-08-19 01:46:26
286,1,660,7.48,2007-03-19 03:56:42
287,3,215,9.48,2006-08-14 04:42:58
288,2,855,8.69,2005-12-08 03:19:53
289,2,148,12.84,2006-12-31 18:09:36
290,1,534,9.98,2005-07-17 10:40:38
291,3,195,6.48,2005-04-11 20:14:17
292,2,364,13.44,2007-05-19 22:49:55
293,3,468,13.0,2007-08-26 19:51:36
294,3,707,18.8,2007-08-13 04:49:20
295,3,349,11.62,2008-05-24 15:32:43
296,3,330,13.59,2006-01-03 01:12:46
297,1,697,13.11,2008-02-17 13:41:00
298,3,814,16.18,2006-04-03 10:06:59
299,2,954,17.37,2008-06-29 00:27:29
300,1,315,9.83,2009-04-29 22:24:19
301,2,604,16.07,2007-10-29 01:04:45
302,2,164,16.35,2007-11-22 02:14:11
303,1,464,5.83,2005-11-28 06:13:42
304,3,638,11.05,2009-11-27 18:04:42
305,1,904,6.15,2008-09-25 13:37:11
306,2,65,10.85,2007-08-29 15:29:25
307,2,178,5.5,2008-05-18 00:03:25
308,2,763,9.92,2008-06-25 13:10:46
309,3,754,11.05,2009-09-13 06:59:00
310,2,530,7.29,2009-12-30 09:41:15
311,1,365,8.75,2007-05-30 13:12:38
312,3,739,14.2,2007-09-09 19:27:11
313,3,814,11.89,2009-09-17 13:28:46
314,1,932,18.39,2008-09-16 04:28:47
315,2,746,7.02,2009-10-02 06:33:11
316,2,870,7.76,2007-04-24 08:50:05
317,3,651,6.9,2009-02-06 18:26:07
318,2,82,5.61,2009-09-10 15:27:06
319,2,641,13.88,2005-07-22 12:58:19
320,1,421,9.06,2005-11-01 02:30:07
321,2,390,13.86,2007-02-23 23:01:46
322,2,834,17.2,2006-05-20 01:11:03
323,1,498,13.14,2009-06-20 14:04:17
324,1,768,13.02,2005-06-17 01:15:23
325,2,406,16.18,2006-10-24 18:52:25
326,1,846,15.96,2006-12-05 03:52:00
327,3,631,10.71,2009-02-21 22:32:23
328,3,262,19.5,2005-12-12 12:44:00
329,1,154,11.54,2009-11-12 14:17:36
330,1,425,9.16,2007-01-21 09:39:07
331,3,560,10.17,2009-07-24 23:33:59
332,2,492,10.36,2006-04-10 16:31:39
333,2,784,19.74,2008-12-31 21:50:03
334,3,501,10.06,2005-05-14 23:31:45
335,1,587,6.68,2007-05-25 09:23:34
336,3,477,14.16,2005-05-29 07:32:54
337,3,474,10.53,2005-11-23 17:29:56
338,2,246,9.88,2008-04-16 19:40:08
339,2,447,12.93,2006-09-04 23:21:42
340,2,589,15.82,2009-12-24 05:41:43
341,3,850,16.87,2007-08-21 21:18:21
342,1,766,11.76,2005-09-08 14:39:59
343,3,176,5.94,2008-04-05 02:35:37
344,1,902,19.01,2009-11-21 02:03:01
345,3,993,15.24,2007-06-27 14:03:40
346,2,256,19.24,2005-05-10 12:38:32
347,3,253,5.64,2007-06-11 23:25:34
348,3,876,7.33,2006-12-16 08:21:56
349,1,85,16.81,2009-01-13 19:44:20
350,2,809,10.11,2007-01-10 14:33:54
351,1,846,19.92,2008-06-01 14:21:30
352,2,639,14.35,2007-10-29 06:15:52
353,1,514,12.59,2008-08-18 22:43:55
354,1,559,16.72,2007-02-22 23:00:41
355,2,644,14.48,2007-01-02 09:38:18
356,1,595,12.22,2007-05-21 21:03:28
357,2,74,6.36,2007-12-07 09:25:34
358,2,577,17.93,2008-06-06 07:32:04
359,3,188,14.83,2006-05-24 15:44:33
360,3,871,7.59,2008-03-28 03:56:09
361,1,910,5.03,2008-06-03 22:09:13
362,3,647,15.97,2007-02-15 12:08:01
363,3,84,16.22,2005-04-28 00:23:33
364,1,356,13.47,2007-05-31 21:22:33
365,2,851,19.88,2005-09-19 10:29:52
366,3,142,13.79,2007-08-20 17:49:43
367,2,401,11.01,2007-11-06 17:09:30
368,1,408,14.16,2008-07-12 01:02:02
369,3,285,9.78,2007-09-11 14:54:29
370,3,538,12.11,2007-03-03 06:35:12
371,1,518,5.95,2007-05-02 01:59:21
372,2,881,5.24,2006-05-10 10:15:18
373,2,823,11.99,2007-12-14 12:37:01
374,1,117,17.33,2008-08-10 07:15:50
375,2,799,14.22,2007-06-16 00:32:48
376,2,346,16.11,2008-05-24 12:31:57
377,1,916,18.62,2006-10-16 03:56:46
378,2,606,11.68,2005-10-24 20:23:13
379,2,483,13.47,2006-09-29 09:32:46
380,3,316,6.7,2007-08-03 21:49:13
381,3,160,10.68,2007-11-06 22:34:21
382,2,544,16.8,2008-11-08 05:11:51
383,2,822,9.24,2005-11-08 12:23:46
384,2,506,10.41,2006-07-18 16:01:30
385,3,337,10.14,2006-06-11 19:16:15
386,1,311,9.19,2005-10-22 04:59:15
387,1,367,11.34,2007-10-11 11:22:27
388,2,407,15.31,2006-11-07 02:12:17
389,2,595,13.11,2007-08-09 10:21:13
390,2,549,7.83,2008-07-27 07:18:30
391,3,446,13.79,2008-02-12 15:06:19
392,2,233,8.26,2008-11-26 10:19:50
393,2,474,12.94,2009-06-13 02:18:47
394,1,723,16.93,2005-09-12 19:59:12
395,3,613,6.49,2006-08-18 00:31:24
396,2,260,10.65,2008-07-31 16:01:22
397,3,739,16.26,2005-01-23 03:08:24
398,3,332,18.8,2009-08-17 01:23:11
399,1,370,17.13,2006-07-08 05:05:19
400,2,154,14.06,2009-05-31 20:57:42
401,3,315,13.98,2008-04-08 12:53:32
402,3,653,15.67,2008-12-18 13:01:08
403,1,271,18.74,2007-01-16 12:54:54
404,1,171,16.34,2009-01-29 20:06:18
405,3,398,7.71,2005-06-22 11:02:00
406,3,219,12.18,2006-11-12 11:43:41
407,1,529,10.46,2005-11-09 15:21:01
408,1,999,13.76,2005-10-05 05:58:27
409,1,77,11.45,2007-03-20 17:13:24
410,2,666,12.96,2008-06-04 17:25:56
411,1,934,13.21,2007-10-08 21:08:08
412,3,68,6.44,2005-09-09 16:15:06
413,1,583,18.46,2005-02-07 07:15:38
414,3,230,14.82,2009-10-31 23:29:56
415,3,473,16.26,2006-03-30 09:00:18
416,1,700,19.38,2007-09-15 14:50:05
417,2,811,8.51,2009-03-22 04:55:03
418,1,81,6.21,2006-01-14 01:43:05
419,2,62,14.82,2008-08-27 07:10:26
420,1,383,16.2,2008-11-30 14:33:22
421,3,963,11.35,2008-04-18 02:45:20
422,3,721,17.7,2007-03-21 11:49:53
423,1,837,16.64,2009-07-15 01:15:06
424,3,262,17.56,2007-05-26 11:32:47
425,2,849,16.07,2005-04-01 15:53:27
426,3,369,5.99,2009-10-17 03:01:26
427,3,555,8.93,2009-06-23 01:21:57
428,3,775,10.65,2008-01-05 15:32:33
429,2,655,9.69,2007-03-18 01:05:21
430,1,75,6.58,2007-05-11 19:45:03
431,2,463,14.0,2005-11-15 18:59:01
432,2,947,17.9,2005-10-11 15:26:38
433,3,330,18.0,2008-04-28 00:19:18
434,3,444,9.77,2005-03-11 08:12:07
435,1,155,15.98,2008-01-05 19:24:37
436,1,167,11.2,2006-01-25 04:53:15
437,3,8,6.31,2008-10-04 15:52:03
438,3,610,7.14,2007-01-13 22:56:03
439,1,84,8.52,2008-04-26 04:15:10
440,1,488,13.2,2005-06-01 09:29:01
441,1,363,8.69,2005-08-26 23:10:00
442,3,118,13.79,2008-09-20 13:27:21
443,1,841,6.21,2006-09-20 16:32:09
444,1,205,16.63,2009-07-19 08:52:52
445,1,725,15.71,2006-10-18 01:32:25
446,1,349,12.53,2005-11-27 11:53:37
447,3,812,15.5,2007-12-16 00:12:16
448,3,626,5.43,2008-04-19 18:18:59
449,1,940,12.34,2007-11-28 22:33:28
450,1,724,18.91,2009-06-21 05:50:08
451,1,184,18.52,2008-05-04 08:55:30
452,2,204,17.08,2007-07-30 12:44:59
453,1,817,9.52,2008-07-03 04:35:39
454,3,280,12.9,2009-05-31 12:32:51
455,3,708,5.08,2009-12-10 00:59:00
456,3,45,15.55,2006-11-07 03:38:19
457,2,169,8.52,2009-07-09 04:18:01
458,3,474,19.56,2005-03-24 20:18:45
459,3,739,18.49,2005-03-09 20:53:39
460,1,716,10.54,2008-10-03 08:32:43
461,1,577,15.8,2005-06-20 10:20:10
462,1,529,11.52,2009-04-27 12:40:48
463,3,896,16.38,2009-05-15 04:00:53
464,2,961,14.66,2007-08-08 09:13:28
465,3,518,10.04,2008-09-06 21:56:01
466,3,6,13.27,2005-01-27 20:46:22
467,2,346,16.9,2008-10-01 20:09:45
468,2,914,14.14,2009-09-13 02:51:30
469,1,494,18.16,2006-06-03 19:32:23
470,2,286,12.81,2008-04-28 03:11:03
471,2,36,14.87,2005-02-02 15:17:37
472,3,997,13.36,2005-11-22 17:00:03
473,3,144,8.9,2009-12-14 19:40:50
474,2,722,6.62,2006-08-27 12:42:13
475,2,845,6.4,2007-05-31 04:28:18
476,3,4,14.25,2006-12-21 05:34:11
477,3,861,18.12,2008-05-27 09:50:07
478,3,173,17.19,2009-02-04 04:32:55
479,2,822,9.32,2007-11-26 18:32:17
480,3,295,17.52,2008-06-05 06:35:06
481,3,309,19.43,2007-07-29 09:32:06
482,1,754,5.42,2006-12-07 04:28:29
483,1,735,15.15,2006-06-23 01:26:22
484,2,234,8.25,2006-07-30 18:10:32
485,2,309,17.12,2005-08-29 15:28:02
486,2,597,13.58,2005-08-02 19:31:43
487,2,118,12.64,2005-06-18 15:56:32
488,3,704,6.13,2007-12-23 21:37:44
489,2,81,16.91,2005-04-28 19:12:41
490,1,661,8.48,2008-03-17 04:57:56
491,1,42,14.23,2008-06-24 09:54:38
492,3,971,5.32,2006-03-16 08:11:20
493,1,503,13.73,2005-05-25 22:11:23
494,1,326,17.21,2006-12-27 19:09:25
495,2,158,13.79,2005-12-05 06:49:15
496,2,562,12.98,2006-04-20 10:25:08
497,2,690,8.7,2006-09-30 13:48:11
498,1,350,13.17,2008-10-04 21:07:44
499,3,874,9.74,2008-01-16 09:59:23
500,2,81,6.62,2006-03-22 00:45:18
501,3,23,9.2,2009-06-27 18:16:54
502,3,959,8.05,2009-10-03 04:09:54
503,2,254,15.88,2008-03-10 07:10:52
504,1,499,10.37,2006-08-03 01:42:45
505,1,262,5.75,2008-05-02 13:00:55
506,3,759,16.91,2006-10-25 14:37:57
507,2,342,16.93,2006-04-24 03:32:51
508,2,649,7.66,2008-11-10 13:23:12
509,2,802,12.58,2007-07-25 05:20:24
510,2,134,10.65,2009-02-16 23:31:46
511,1,376,17.68,2006-12-11 06:20:53
512,3,435,18.16,2006-05-22 12:09:25
513,1,34,16.24,2007-08-25 06:37:17
514,2,647,6.22,2006-05-25 16:51:23
515,2,391,19.14,2007-01-19 19:49:47
516,2,60,13.36,2006-11-16 07:14:09
517,3,224,19.51,2007-02-20 23:46:48
518,2,940,7.57,2007-04-15 21:46:33
519,2,895,16.51,2007-04-24 02:38:26
520,2,442,8.26,2008-07-26 10:29:11
521,3,280,8.32,2006-03-19 15:30:46
522,3,186,12.58,2009-10-29 14:07:53
523,1,903,5.14,2007-09-03 21:27:40
524,1,101,6.83,2009-09-09 07:49:14
525,2,141,12.91,2007-03-07 00:05:17
526,1,784,7.67,2006-10-31 10:43:03
527,2,105,14.17,2008-08-31 02:03:00
528,2,832,15.9,2009-02-06 18:33:48
529,3,708,9.48,2006-03-09 19:28:34
530,1,687,13.64,2008-12-27 18:04:52
531,1,160,7.45,2007-08-28 00:35:26
532,2,432,13.51,2005-09-11 20:40:03
533,1,582,6.74,2005-02-08 00:41:25
534,2,894,11.16,2009-10-01 10:35:45
535,3,186,16.47,2009-04-30 22:33:01
536,3,485,19.05,2006-12-03 16:07:08
537,1,661,9.62,2006-05-27 07:38:48
538,2,347,14.04,2006-11-06 09:40:31
539,3,335,6.01,2008-07-24 20:59:11
540,2,949,7.2,2008-10-05 14:50:36
541,1,652,19.61,2005-07-18 05:11:39
542,2,616,12.36,2006-07-27 12:54:03
543,2,290,9.77,2008-01-24 01:58:23
544,1,371,14.21,2007-08-26 23:17:55
545,3,701,7.99,2005-10-09 12:44:40
546,1,269,15.82,2008-03-20 08:54:42
547,2,110,16.84,2007-06-27 22:20:32
548,3,255,9.64,2006-11-14 11:18:46
549,3,389,19.88,2005-08-19 13:50:41
550,1,48,5.62,2008-03-17 05:32:11
551,2,426,9.49,2005-08-08 15:59:13
552,2,28,16.21,2007-07-17 12:03:50
553,3,427,12.3,2006-01-11 17:03:15
554,2,371,13.53,2007-06-24 15:58:37
555,2,840,5.54,2008-07-30 22:35:00
556,3,354,13.33,2006-10-16 15:30:49
557,3,166,13.25,2005-04-12 16:58:51
558,3,808,7.43,2009-05-08 00:37:38
559,1,380,6.88,2007-08-14 16:12:30
560,2,878,5.76,2005-11-26 15:17:34
561,1,79,12.41,2006-01-30 13:33:28
562,2,618,19.06,2009-11-18 15:32:02
563,3,445,8.53,2009-12-13 02:27:55
564,3,930,11.46,2009-01-12 07:17:49
565,1,865,15.45,2009-05-25 08:54:26
566,3,382,9.43,2008-07-15 15:05:55
567,3,243,13.28,2005-03-07 00:52:41
568,2,145,16.3,2008-05-17 04:13:28
569,3,88,18.29,2006-09-14 00:19:59
570,1,967,12.31,2006-03-12 16:54:43
571,2,13,9.78,2006-03-13 11:47:40
572,3,54,17.19,2009-06-16 11:13:01
573,2,698,19.24,2008-05-17 21:00:29
574,1,499,17.59,2005-02-25 07:11:53
575,1,781,15.89,2006-09-27 09:26:14
576,1,635,12.66,2008-03-14 15:24:55
577,2,165,9.33,2005-11-28 04:02:19
578,2,569,8.89,2009-10-20 02:04:02
579,2,47,5.43,2005-05-18 08:21:53
580,2,283,16.21,2006-03-12 06:29:33
581,1,100,12.54,2005-07-09 07:43:58
582,1,2,9.85,2009-08-09 14:57:38
583,1,420,18.94,2009-05-15 05:22:28
584,3,10,19.28,2009-09-03 17:24:57
585,1,25,14.34,2005-07-18 17:49:54
586,2,662,12.39,2008-01-03 00:33:14
587,1,541,6.35,2007-07-20 14:09:40
588,2,247,5.13,2007-01-12 07:57:22
589,2,256,13.94,2005-08-31 21:40:21
590,3,85,19.27,2006-12-09 09:19:22
591,2,616,12.87,2007-04-03 11:36:29
592,2,904,12.06,2006-05-04 13:40:38
593,1,486,9.92,2007-12-17 22:21:00
594,1,396,16.2,2006-01-06 05:51:25
595,2,143,7.72,2007-08-06 03:06:32
596,2,403,9.25,2009-07-19 19:08:40
597,1,158,15.27,2009-12-11 21:36:08
598,1,286,12.0,2008-02-20 04:37:16
599,2,326,10.54,2009-02-16 17:31:20
600,1,243,13.47,2009-01-22 15:23:47
601,3,347,13.4,2008-03-28 18:50:24
602,1,921,13.05,2009-08-12 07:19:13
603,1,708,18.91,2005-01-04 16:37:23
604,1,746,5.18,2007-06-22 18:55:21
605,1,606,14.9,2005-10-06 04:45:28
606,3,155,9.92,2009-03-27 18:08:37
607,3,425,9.09,2008-04-13 08:15:12
